Time	Value
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16100025	3.29919434
9.16Time	Value
9.19999981	3.29919434
9.19999981	3.29919434
9.19999981	3.29919434
9.19999981	3.29919434
9.19999981	3.29919434
9.19999981	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20100021	3.29919434
9.20Time	Value
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.23999977	3.29919434
9.24100018	3.29919434
9.24100018	3.29919434
9.24100018	3.29919434
9.24100018	3.29919434
9.24Time	Value
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27999973	3.29919434
9.27Time	Value
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31999969	3.29919434
9.31Time	Value
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35999966	3.29919434
9.35Time	Value
9.39900017	3.29919434
9.39900017	3.29919434
9.39900017	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39999962	3.29919434
9.39
